------------------------------------------------------------------------------------
Date: 5/18/2025 -- 17:16:59 (uptime: 0d, 00h 00m 13s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
decoder.ethernet                              | Total                     | 222020
decoder.arp                                   | Total                     | 16189
decoder.unknown_ethertype                     | Total                     | 1745
decoder.tcp                                   | Total                     | 119976
tcp.syn                                       | Total                     | 6472
tcp.synack                                    | Total                     | 4426
tcp.rst                                       | Total                     | 1574
decoder.udp                                   | Total                     | 81509
decoder.icmpv4                                | Total                     | 114
decoder.icmpv6                                | Total                     | 2265
decoder.avg_pkt_size                          | Total                     | 580
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 196
flow.total                                    | Total                     | 11877
flow.active                                   | Total                     | 912
flow.tcp                                      | Total                     | 6003
flow.udp                                      | Total                     | 5751
flow.icmpv4                                   | Total                     | 19
flow.icmpv6                                   | Total                     | 104
flow.wrk.spare_sync_avg                       | Total                     | 99
flow.wrk.spare_sync                           | Total                     | 71
flow.wrk.spare_sync_incomplete                | Total                     | 24
defrag.ipv6.fragments                         | Total                     | 136
defrag.ipv6.reassembled                       | Total                     | 68
decoder.event.ipv4.opt_pad_required           | Total                     | 154
decoder.event.ipv6.zero_len_padn              | Total                     | 192
flow.wrk.flows_evicted_needs_work             | Total                     | 5022
flow.wrk.flows_evicted_pkt_inject             | Total                     | 7882
flow.wrk.flows_evicted                        | Total                     | 1099
flow.wrk.flows_injected                       | Total                     | 5019
flow.wrk.flows_injected_max                   | Total                     | 4
tcp.sessions                                  | Total                     | 5918
tcp.ssn_from_cache                            | Total                     | 4994
tcp.ssn_from_pool                             | Total                     | 924
tcp.segment_from_cache                        | Total                     | 10286
tcp.segment_from_pool                         | Total                     | 20657
tcp.stream_depth_reached                      | Total                     | 6
tcp.overlap                                   | Total                     | 25
detect.alert                                  | Total                     | 18
detect.alerts_suppressed                      | Total                     | 299
app_layer.flow.http                           | Total                     | 211
app_layer.tx.http                             | Total                     | 943
app_layer.flow.tls                            | Total                     | 723
app_layer.flow.dns_tcp                        | Total                     | 519
app_layer.tx.dns_tcp                          | Total                     | 1021
app_layer.flow.ntp                            | Total                     | 2
app_layer.tx.ntp                              | Total                     | 2
app_layer.flow.quic                           | Total                     | 335
app_layer.tx.quic                             | Total                     | 1291
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.snmp                           | Total                     | 305
app_layer.tx.snmp                             | Total                     | 671
app_layer.flow.failed_tcp                     | Total                     | 107
app_layer.flow.dns_udp                        | Total                     | 2712
app_layer.tx.dns_udp                          | Total                     | 5497
app_layer.flow.failed_udp                     | Total                     | 2396
flow.end.state.new                            | Total                     | 4216
flow.end.state.established                    | Total                     | 2765
flow.end.state.closed                         | Total                     | 3984
flow.end.tcp_state.syn_sent                   | Total                     | 1705
flow.end.tcp_state.syn_recv                   | Total                     | 26
flow.end.tcp_state.last_ack                   | Total                     | 120
flow.end.tcp_state.close_wait                 | Total                     | 7
flow.end.tcp_state.closed                     | Total                     | 3864
flow.mgr.full_hash_pass                       | Total                     | 268
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9979
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 27325
flow.mgr.flows_notimeout                      | Total                     | 16395
flow.mgr.flows_timeout                        | Total                     | 10930
flow.mgr.flows_evicted                        | Total                     | 10932
flow.mgr.flows_evicted_needs_work             | Total                     | 5019
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 5913
flow.recycler.queue_avg                       | Total                     | 1
flow.recycler.queue_max                       | Total                     | 21
tcp.memuse                                    | Total                     | 3113024
tcp.reassembly_memuse                         | Total                     | 2195456
http.memuse                                   | Total                     | 30418
flow.memuse                                   | Total                     | 7568704
------------------------------------------------------------------------------------
Date: 5/18/2025 -- 19:10:13 (uptime: 0d, 00h 45m 02s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 223895
capture.afpacket.polls                        | Total                     | 220561
capture.afpacket.poll_timeout                 | Total                     | 104753
capture.afpacket.poll_data                    | Total                     | 115808
decoder.pkts                                  | Total                     | 224348
decoder.bytes                                 | Total                     | 130077677
decoder.ipv4                                  | Total                     | 196870
decoder.ipv6                                  | Total                     | 9439
decoder.ethernet                              | Total                     | 224348
decoder.arp                                   | Total                     | 16357
decoder.unknown_ethertype                     | Total                     | 1750
decoder.tcp                                   | Total                     | 121855
tcp.syn                                       | Total                     | 6519
tcp.synack                                    | Total                     | 4466
tcp.rst                                       | Total                     | 1630
decoder.udp                                   | Total                     | 81769
decoder.icmpv4                                | Total                     | 123
decoder.icmpv6                                | Total                     | 2272
decoder.avg_pkt_size                          | Total                     | 579
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 224
flow.total                                    | Total                     | 11979
flow.active                                   | Total                     | 961
flow.tcp                                      | Total                     | 6050
flow.udp                                      | Total                     | 5803
flow.icmpv4                                   | Total                     | 22
flow.icmpv6                                   | Total                     | 104
flow.wrk.spare_sync_avg                       | Total                     | 99
flow.wrk.spare_sync                           | Total                     | 72
flow.wrk.spare_sync_incomplete                | Total                     | 24
defrag.ipv6.fragments                         | Total                     | 136
defrag.ipv6.reassembled                       | Total                     | 68
decoder.event.ipv4.opt_pad_required           | Total                     | 154
decoder.event.ipv6.zero_len_padn              | Total                     | 192
flow.wrk.flows_evicted_needs_work             | Total                     | 5035
flow.wrk.flows_evicted_pkt_inject             | Total                     | 7903
flow.wrk.flows_evicted                        | Total                     | 1106
flow.wrk.flows_injected                       | Total                     | 5032
flow.wrk.flows_injected_max                   | Total                     | 4
tcp.sessions                                  | Total                     | 5965
tcp.ssn_from_cache                            | Total                     | 5027
tcp.ssn_from_pool                             | Total                     | 938
tcp.segment_from_cache                        | Total                     | 10348
tcp.segment_from_pool                         | Total                     | 21588
tcp.stream_depth_reached                      | Total                     | 6
tcp.overlap                                   | Total                     | 25
detect.alert                                  | Total                     | 33
detect.alerts_suppressed                      | Total                     | 301
app_layer.flow.http                           | Total                     | 211
app_layer.tx.http                             | Total                     | 949
app_layer.flow.tls                            | Total                     | 746
app_layer.flow.dns_tcp                        | Total                     | 523
app_layer.tx.dns_tcp                          | Total                     | 1029
app_layer.flow.ntp                            | Total                     | 2
app_layer.tx.ntp                              | Total                     | 2
app_layer.flow.quic                           | Total                     | 338
app_layer.tx.quic                             | Total                     | 1309
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.snmp                           | Total                     | 307
app_layer.tx.snmp                             | Total                     | 675
app_layer.flow.failed_tcp                     | Total                     | 108
app_layer.flow.dns_udp                        | Total                     | 2742
app_layer.tx.dns_udp                          | Total                     | 5556
app_layer.flow.failed_udp                     | Total                     | 2413
flow.end.state.new                            | Total                     | 4226
flow.end.state.established                    | Total                     | 2793
flow.end.state.closed                         | Total                     | 3999
flow.end.tcp_state.syn_sent                   | Total                     | 1709
flow.end.tcp_state.syn_recv                   | Total                     | 26
flow.end.tcp_state.last_ack                   | Total                     | 120
flow.end.tcp_state.close_wait                 | Total                     | 7
flow.end.tcp_state.closed                     | Total                     | 3879
flow.mgr.full_hash_pass                       | Total                     | 269
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9918
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 27469
flow.mgr.flows_notimeout                      | Total                     | 16486
flow.mgr.flows_timeout                        | Total                     | 10983
flow.mgr.flows_evicted                        | Total                     | 10985
flow.mgr.flows_evicted_needs_work             | Total                     | 5032
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 5953
flow.recycler.queue_avg                       | Total                     | 1
flow.recycler.queue_max                       | Total                     | 21
tcp.memuse                                    | Total                     | 3113024
tcp.reassembly_memuse                         | Total                     | 3250176
http.memuse                                   | Total                     | 27950
flow.memuse                                   | Total                     | 7568704
------------------------------------------------------------------------------------
Date: 5/18/2025 -- 19:10:21 (uptime: 0d, 00h 45m 10s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 228182
capture.afpacket.polls                        | Total                     | 221791
capture.afpacket.poll_timeout                 | Total                     | 105056
capture.afpacket.poll_data                    | Total                     | 116735
decoder.pkts                                  | Total                     | 228188
decoder.bytes                                 | Total                     | 133921951
decoder.ipv4                                  | Total                     | 200533
decoder.ipv6                                  | Total                     | 9464
decoder.ethernet                              | Total                     | 228188
decoder.arp                                   | Total                     | 16505
decoder.unknown_ethertype                     | Total                     | 1754
decoder.tcp                                   | Total                     | 125421
tcp.syn                                       | Total                     | 6534
tcp.synack                                    | Total                     | 4481
tcp.rst                                       | Total                     | 1639
decoder.udp                                   | Total                     | 81891
decoder.icmpv4                                | Total                     | 123
decoder.icmpv6                                | Total                     | 2272
decoder.avg_pkt_size                          | Total                     | 586
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 220
flow.total                                    | Total                     | 12008
flow.active                                   | Total                     | 953
flow.tcp                                      | Total                     | 6065
flow.udp                                      | Total                     | 5817
flow.icmpv4                                   | Total                     | 22
flow.icmpv6                                   | Total                     | 104
flow.wrk.spare_sync_avg                       | Total                     | 99
flow.wrk.spare_sync                           | Total                     | 72
flow.wrk.spare_sync_incomplete                | Total                     | 24
defrag.ipv6.fragments                         | Total                     | 136
defrag.ipv6.reassembled                       | Total                     | 68
decoder.event.ipv4.opt_pad_required           | Total                     | 154
decoder.event.ipv6.zero_len_padn              | Total                     | 192
flow.wrk.flows_evicted_needs_work             | Total                     | 5050
flow.wrk.flows_evicted_pkt_inject             | Total                     | 7927
flow.wrk.flows_evicted                        | Total                     | 1113
flow.wrk.flows_injected                       | Total                     | 5047
flow.wrk.flows_injected_max                   | Total                     | 4
tcp.sessions                                  | Total                     | 5980
tcp.ssn_from_cache                            | Total                     | 5039
tcp.ssn_from_pool                             | Total                     | 941
tcp.segment_from_cache                        | Total                     | 10380
tcp.segment_from_pool                         | Total                     | 22414
tcp.stream_depth_reached                      | Total                     | 7
tcp.overlap                                   | Total                     | 25
detect.alert                                  | Total                     | 34
detect.alerts_suppressed                      | Total                     | 302
app_layer.flow.http                           | Total                     | 211
app_layer.tx.http                             | Total                     | 950
app_layer.flow.tls                            | Total                     | 751
app_layer.flow.dns_tcp                        | Total                     | 525
app_layer.tx.dns_tcp                          | Total                     | 1033
app_layer.flow.ntp                            | Total                     | 2
app_layer.tx.ntp                              | Total                     | 2
app_layer.flow.quic                           | Total                     | 339
app_layer.tx.quic                             | Total                     | 1314
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.snmp                           | Total                     | 307
app_layer.tx.snmp                             | Total                     | 675
app_layer.flow.failed_tcp                     | Total                     | 108
app_layer.flow.dns_udp                        | Total                     | 2750
app_layer.tx.dns_udp                          | Total                     | 5573
app_layer.flow.failed_udp                     | Total                     | 2418
flow.end.state.new                            | Total                     | 4239
flow.end.state.established                    | Total                     | 2803
flow.end.state.closed                         | Total                     | 4013
flow.end.tcp_state.syn_sent                   | Total                     | 1714
flow.end.tcp_state.syn_recv                   | Total                     | 26
flow.end.tcp_state.last_ack                   | Total                     | 120
flow.end.tcp_state.close_wait                 | Total                     | 7
flow.end.tcp_state.closed                     | Total                     | 3893
flow.mgr.full_hash_pass                       | Total                     | 270
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9936
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 27579
flow.mgr.flows_notimeout                      | Total                     | 16561
flow.mgr.flows_timeout                        | Total                     | 11018
flow.mgr.flows_evicted                        | Total                     | 11020
flow.mgr.flows_evicted_needs_work             | Total                     | 5045
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 5975
flow.recycler.queue_avg                       | Total                     | 1
flow.recycler.queue_max                       | Total                     | 21
tcp.memuse                                    | Total                     | 3113024
tcp.reassembly_memuse                         | Total                     | 3272704
http.memuse                                   | Total                     | 35325
flow.memuse                                   | Total                     | 7568704
------------------------------------------------------------------------------------
Date: 5/18/2025 -- 19:10:29 (uptime: 0d, 00h 45m 18s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 228540
capture.afpacket.polls                        | Total                     | 222236
capture.afpacket.poll_timeout                 | Total                     | 105283
capture.afpacket.poll_data                    | Total                     | 116953
decoder.pkts                                  | Total                     | 228543
decoder.bytes                                 | Total                     | 134051616
decoder.ipv4                                  | Total                     | 200864
decoder.ipv6                                  | Total                     | 9481
decoder.ethernet                              | Total                     | 228543
decoder.arp                                   | Total                     | 16505
decoder.unknown_ethertype                     | Total                     | 1761
decoder.tcp                                   | Total                     | 125717
tcp.syn                                       | Total                     | 6553
tcp.synack                                    | Total                     | 4491
tcp.rst                                       | Total                     | 1652
decoder.udp                                   | Total                     | 81936
decoder.icmpv4                                | Total                     | 123
decoder.icmpv6                                | Total                     | 2279
decoder.avg_pkt_size                          | Total                     | 586
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 224
flow.total                                    | Total                     | 12033
flow.active                                   | Total                     | 945
flow.tcp                                      | Total                     | 6084
flow.udp                                      | Total                     | 5823
flow.icmpv4                                   | Total                     | 22
flow.icmpv6                                   | Total                     | 104
flow.wrk.spare_sync_avg                       | Total                     | 99
flow.wrk.spare_sync                           | Total                     | 72
flow.wrk.spare_sync_incomplete                | Total                     | 24
defrag.ipv6.fragments                         | Total                     | 136
defrag.ipv6.reassembled                       | Total                     | 68
decoder.event.ipv4.opt_pad_required           | Total                     | 154
decoder.event.ipv6.zero_len_padn              | Total                     | 192
flow.wrk.flows_evicted_needs_work             | Total                     | 5063
flow.wrk.flows_evicted_pkt_inject             | Total                     | 7947
flow.wrk.flows_evicted                        | Total                     | 1118
flow.wrk.flows_injected                       | Total                     | 5060
flow.wrk.flows_injected_max                   | Total                     | 4
tcp.sessions                                  | Total                     | 5999
tcp.ssn_from_cache                            | Total                     | 5055
tcp.ssn_from_pool                             | Total                     | 944
tcp.segment_from_cache                        | Total                     | 10407
tcp.segment_from_pool                         | Total                     | 22440
tcp.stream_depth_reached                      | Total                     | 7
tcp.overlap                                   | Total                     | 25
detect.alert                                  | Total                     | 36
detect.alerts_suppressed                      | Total                     | 302
app_layer.flow.http                           | Total                     | 212
app_layer.tx.http                             | Total                     | 954
app_layer.flow.tls                            | Total                     | 754
app_layer.flow.dns_tcp                        | Total                     | 525
app_layer.tx.dns_tcp                          | Total                     | 1033
app_layer.flow.ntp                            | Total                     | 2
app_layer.tx.ntp                              | Total                     | 2
app_layer.flow.quic                           | Total                     | 339
app_layer.tx.quic                             | Total                     | 1314
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.snmp                           | Total                     | 307
app_layer.tx.snmp                             | Total                     | 675
app_layer.flow.failed_tcp                     | Total                     | 108
app_layer.flow.dns_udp                        | Total                     | 2756
app_layer.tx.dns_udp                          | Total                     | 5585
app_layer.flow.failed_udp                     | Total                     | 2418
flow.end.state.new                            | Total                     | 4251
flow.end.state.established                    | Total                     | 2813
flow.end.state.closed                         | Total                     | 4024
flow.end.tcp_state.syn_sent                   | Total                     | 1718
flow.end.tcp_state.syn_recv                   | Total                     | 26
flow.end.tcp_state.last_ack                   | Total                     | 120
flow.end.tcp_state.close_wait                 | Total                     | 7
flow.end.tcp_state.closed                     | Total                     | 3904
flow.mgr.full_hash_pass                       | Total                     | 271
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9960
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 27672
flow.mgr.flows_notimeout                      | Total                     | 16619
flow.mgr.flows_timeout                        | Total                     | 11053
flow.mgr.flows_evicted                        | Total                     | 11055
flow.mgr.flows_evicted_needs_work             | Total                     | 5060
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 5995
flow.recycler.queue_avg                       | Total                     | 1
flow.recycler.queue_max                       | Total                     | 21
tcp.memuse                                    | Total                     | 3113120
tcp.reassembly_memuse                         | Total                     | 3264512
http.memuse                                   | Total                     | 15742
flow.memuse                                   | Total                     | 7568704
------------------------------------------------------------------------------------
Date: 5/18/2025 -- 19:10:37 (uptime: 0d, 00h 45m 26s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 228816
capture.afpacket.polls                        | Total                     | 222797
capture.afpacket.poll_timeout                 | Total                     | 105622
capture.afpacket.poll_data                    | Total                     | 117175
decoder.pkts                                  | Total                     | 228826
decoder.bytes                                 | Total                     | 134093675
decoder.ipv4                                  | Total                     | 201113
decoder.ipv6                                  | Total                     | 9496
decoder.ethernet                              | Total                     | 228826
decoder.arp                                   | Total                     | 16519
decoder.unknown_ethertype                     | Total                     | 1766
decoder.tcp                                   | Total                     | 125889
tcp.syn                                       | Total                     | 6565
tcp.synack                                    | Total                     | 4500
tcp.rst                                       | Total                     | 1664
decoder.udp                                   | Total                     | 82024
decoder.icmpv4                                | Total                     | 123
decoder.icmpv6                                | Total                     | 2283
decoder.avg_pkt_size                          | Total                     | 586
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 218
flow.total                                    | Total                     | 12058
flow.active                                   | Total                     | 937
flow.tcp                                      | Total                     | 6093
flow.udp                                      | Total                     | 5839
flow.icmpv4                                   | Total                     | 22
flow.icmpv6                                   | Total                     | 104
flow.wrk.spare_sync_avg                       | Total                     | 99
flow.wrk.spare_sync                           | Total                     | 72
flow.wrk.spare_sync_incomplete                | Total                     | 24
defrag.ipv6.fragments                         | Total                     | 136
defrag.ipv6.reassembled                       | Total                     | 68
decoder.event.ipv4.opt_pad_required           | Total                     | 154
decoder.event.ipv6.zero_len_padn              | Total                     | 192
flow.wrk.flows_evicted_needs_work             | Total                     | 5078
flow.wrk.flows_evicted_pkt_inject             | Total                     | 7973
flow.wrk.flows_evicted                        | Total                     | 1123
flow.wrk.flows_injected                       | Total                     | 5075
flow.wrk.flows_injected_max                   | Total                     | 4
tcp.sessions                                  | Total                     | 6008
tcp.ssn_from_cache                            | Total                     | 5064
tcp.ssn_from_pool                             | Total                     | 944
tcp.segment_from_cache                        | Total                     | 10423
tcp.segment_from_pool                         | Total                     | 22448
tcp.stream_depth_reached                      | Total                     | 7
tcp.overlap                                   | Total                     | 25
detect.alert                                  | Total                     | 36
detect.alerts_suppressed                      | Total                     | 302
app_layer.flow.http                           | Total                     | 214
app_layer.tx.http                             | Total                     | 954
app_layer.flow.tls                            | Total                     | 754
app_layer.flow.dns_tcp                        | Total                     | 525
app_layer.tx.dns_tcp                          | Total                     | 1033
app_layer.flow.ntp                            | Total                     | 2
app_layer.tx.ntp                              | Total                     | 2
app_layer.flow.quic                           | Total                     | 340
app_layer.tx.quic                             | Total                     | 1316
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.snmp                           | Total                     | 310
app_layer.tx.snmp                             | Total                     | 681
app_layer.flow.failed_tcp                     | Total                     | 108
app_layer.flow.dns_udp                        | Total                     | 2758
app_layer.tx.dns_udp                          | Total                     | 5589
app_layer.flow.failed_udp                     | Total                     | 2428
flow.end.state.new                            | Total                     | 4263
flow.end.state.established                    | Total                     | 2823
flow.end.state.closed                         | Total                     | 4035
flow.end.tcp_state.syn_sent                   | Total                     | 1722
flow.end.tcp_state.syn_recv                   | Total                     | 26
flow.end.tcp_state.last_ack                   | Total                     | 120
flow.end.tcp_state.close_wait                 | Total                     | 7
flow.end.tcp_state.closed                     | Total                     | 3915
flow.mgr.full_hash_pass                       | Total                     | 271
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9976
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 27749
flow.mgr.flows_notimeout                      | Total                     | 16663
flow.mgr.flows_timeout                        | Total                     | 11086
flow.mgr.flows_evicted                        | Total                     | 11088
flow.mgr.flows_evicted_needs_work             | Total                     | 5075
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 6013
flow.recycler.queue_avg                       | Total                     | 1
flow.recycler.queue_max                       | Total                     | 21
tcp.memuse                                    | Total                     | 3113120
tcp.reassembly_memuse                         | Total                     | 3289088
http.memuse                                   | Total                     | 7994
flow.memuse                                   | Total                     | 7568704
------------------------------------------------------------------------------------
Date: 5/18/2025 -- 19:10:45 (uptime: 0d, 00h 45m 34s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 229276
capture.afpacket.polls                        | Total                     | 223463
capture.afpacket.poll_timeout                 | Total                     | 105950
capture.afpacket.poll_data                    | Total                     | 117513
decoder.pkts                                  | Total                     | 229277
decoder.bytes                                 | Total                     | 134168654
decoder.ipv4                                  | Total                     | 201423
decoder.ipv6                                  | Total                     | 9529
decoder.ethernet                              | Total                     | 229277
decoder.arp                                   | Total                     | 16621
decoder.unknown_ethertype                     | Total                     | 1772
decoder.tcp                                   | Total                     | 126131
tcp.syn                                       | Total                     | 6588
tcp.synack                                    | Total                     | 4511
tcp.rst                                       | Total                     | 1667
decoder.udp                                   | Total                     | 82101
decoder.icmpv4                                | Total                     | 123
decoder.icmpv6                                | Total                     | 2300
decoder.avg_pkt_size                          | Total                     | 585
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 207
flow.total                                    | Total                     | 12102
flow.active                                   | Total                     | 930
flow.tcp                                      | Total                     | 6113
flow.udp                                      | Total                     | 5860
flow.icmpv4                                   | Total                     | 22
flow.icmpv6                                   | Total                     | 107
flow.wrk.spare_sync_avg                       | Total                     | 99
flow.wrk.spare_sync                           | Total                     | 72
flow.wrk.spare_sync_incomplete                | Total                     | 24
defrag.ipv6.fragments                         | Total                     | 136
defrag.ipv6.reassembled                       | Total                     | 68
decoder.event.ipv4.opt_pad_required           | Total                     | 161
decoder.event.ipv6.zero_len_padn              | Total                     | 200
flow.wrk.flows_evicted_needs_work             | Total                     | 5106
flow.wrk.flows_evicted_pkt_inject             | Total                     | 8012
flow.wrk.flows_evicted                        | Total                     | 1128
flow.wrk.flows_injected                       | Total                     | 5103
flow.wrk.flows_injected_max                   | Total                     | 4
tcp.sessions                                  | Total                     | 6028
tcp.ssn_from_cache                            | Total                     | 5083
tcp.ssn_from_pool                             | Total                     | 945
tcp.segment_from_cache                        | Total                     | 10449
tcp.segment_from_pool                         | Total                     | 22468
tcp.stream_depth_reached                      | Total                     | 7
tcp.overlap                                   | Total                     | 25
detect.alert                                  | Total                     | 42
detect.alerts_suppressed                      | Total                     | 302
app_layer.flow.http                           | Total                     | 214
app_layer.tx.http                             | Total                     | 958
app_layer.flow.tls                            | Total                     | 756
app_layer.flow.dns_tcp                        | Total                     | 525
app_layer.tx.dns_tcp                          | Total                     | 1033
app_layer.flow.ntp                            | Total                     | 2
app_layer.tx.ntp                              | Total                     | 2
app_layer.flow.quic                           | Total                     | 340
app_layer.tx.quic                             | Total                     | 1316
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.snmp                           | Total                     | 312
app_layer.tx.snmp                             | Total                     | 685
app_layer.flow.failed_tcp                     | Total                     | 108
app_layer.flow.dns_udp                        | Total                     | 2767
app_layer.tx.dns_udp                          | Total                     | 5607
app_layer.flow.failed_udp                     | Total                     | 2438
flow.end.state.new                            | Total                     | 4278
flow.end.state.established                    | Total                     | 2835
flow.end.state.closed                         | Total                     | 4059
flow.end.tcp_state.syn_sent                   | Total                     | 1729
flow.end.tcp_state.syn_recv                   | Total                     | 26
flow.end.tcp_state.last_ack                   | Total                     | 120
flow.end.tcp_state.close_wait                 | Total                     | 7
flow.end.tcp_state.closed                     | Total                     | 3939
flow.mgr.full_hash_pass                       | Total                     | 272
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9998
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 27838
flow.mgr.flows_notimeout                      | Total                     | 16706
flow.mgr.flows_timeout                        | Total                     | 11132
flow.mgr.flows_evicted                        | Total                     | 11134
flow.mgr.flows_evicted_needs_work             | Total                     | 5098
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 6036
flow.recycler.queue_avg                       | Total                     | 1
flow.recycler.queue_max                       | Total                     | 21
tcp.memuse                                    | Total                     | 3113216
